DAE,DOY,Pot Green Canopy Cover,Pot crop Transpiration (mm/day),Pot Biomass (kg/ha),Green Canopy Cover,Biomass (kg/ha),Transpiration (mm),Soil Evap (mm),Root Depth (m),Height (m),Max N Conc (kg/kg),Crit N Conc (kg/kg),Min N Conc (kg/kg),Crop N Conc (kg/kg),Crop N Mass (kg/ha),N Uptake (kg/ha),Crop WSI (0-1),Crop NSI (0-1),PAW Depletion Profile (0-1),Water Top 50 cm (m/m),Water Mid 50 cm (m/m),Water bottom 50 cm (m/m),N Mass Top 50 cm (kg/ha),N Mass Mid 50 cm (kg/ha),N Mass bottom 50 cm (kg/ha),N Leaching (kg/ha),Soil N Mass down to 150 cm (kg/ha),N Uptake Rate (kg/ha/day)
71,8,0.44039001531231237,0.0867017842646115,156.95753314522827,0.44039001531231237,156.95753314522827,0.08670178426461148,0.06601620225957634,0.9006500255205205,0.5389615580927081,0.07,0.0434,0.0315,0.06337322639879048,9.946905283008212,8.546905283008211,0,0.0,0.002054365653190627,,,,24.855381099891257,4.958584600347989,7.899458273708861,0.0,37.71342397394811,0.23689088532136182
72,9,0.4533477479233427,0.07735245948942035,162.42717800987097,0.4533477479233427,162.42717800987097,0.07735245948942038,0.04676317434514747,0.9222462465389045,0.5555740357991573,0.07,0.0434,0.0315,0.06277167571276127,10.195826144974568,8.79582614497457,0,0.0,0.0027245492854925234,,,,24.61334853057242,4.957926075473932,7.899449758054493,0.0,37.470724364100846,0.24892086196635757
73,10,0.4662209474094743,0.00611914993474935,162.8598672512668,0.4662209474094743,162.8598672512668,0.006119149934749345,0.003914178853048028,0.9437015790157905,0.5720781377044541,0.07,0.0434,0.0315,0.06332711339591775,10.313445281065084,8.913445281065085,0,0.0,0.0024229163884951547,,,,24.50714362444353,4.958921044990537,7.899439515043134,0.0,37.365504184477196,0.11761913609051583
74,11,0.4789825753184037,0.257752498343216,181.08572119589303,0.4789825753184037,181.08572119589303,0.25775249834321606,0.15699965495479945,0.9649709588640061,0.5884391991261586,0.07,0.0434,0.0315,0.059177260472075284,10.716156890982965,9.316156890982965,0,0.0,0.004643842793892773,,,,24.112868421127743,4.955053796526277,7.899258543824224,0.0,36.96718076147825,0.4027116099178808
75,12,0.4916065428666468,0.7162092821388462,231.72936521080575,0.4916065428666468,231.72936521080575,0.7162092821388462,0.613502761795754,0.9860109047777448,0.6046237729059574,0.07,0.0434,0.0315,0.04911509494448269,11.381409773753429,9.981409773753429,0,0.0,0.010736367412954978,,,,23.460805955904203,4.943080632042371,7.898467190847418,0.0,36.30235377879399,0.6652528827704622
76,13,0.5040679158002318,0.006615891394878043,232.19717937769695,0.5040679158002318,232.19717937769695,0.006615891394878045,0.004032309980375196,1.006779859667053,0.6205998920515792,0.07,0.0434,0.0315,0.04956741299384564,11.509413486220364,10.109413486220362,0,0.0,0.010684483380470617,,,,23.33323994406913,4.942807403206311,7.898408126873472,0.0,36.174455474148914,0.1280037124669342
77,14,0.516343099036584,0.006777003174855165,232.67638586780325,0.516343099036584,232.67638586780325,0.006777003174855145,0.003423157248440436,1.0272384983943066,0.636337306457159,0.07,0.0434,0.0315,0.049827532284863446,11.593690128753313,10.19369012875331,0,0.0,0.01076799618848335,,,,23.24936776960552,4.942521057109535,7.898329760699073,0.0,36.09021858741413,0.08427664253294817
78,15,0.5284099984383162,0.006935381229502899,233.16679137755278,0.5284099984383162,233.16679137755278,0.00693538122950289,0.0032152216190387286,1.0473499973971936,0.6518076903055335,0.07,0.0434,0.0315,0.04994338235649064,11.645138214605204,10.245138214605202,0,0.0,0.011002880003755124,,,,23.198336843960345,4.942222671301679,7.898233274368126,0.0,36.03879278963015,0.05144808585189151
79,16,0.5402481577216535,0.0070907570700967015,233.66818361835396,0.5402481577216535,233.66818361835396,0.007090757070096712,0.0025737074930200768,1.0670802628694225,0.6669848175918633,0.07,0.0434,0.0315,0.04994837377294758,11.67134577421529,10.27134577421529,0,0.0,0.011364475327745125,,,,23.172556049527895,4.941912764645763,7.898119753498822,0.0,36.01258856767248,0.026207559610086882
80,17,0.5518388691826901,0.11588616252836492,241.86257275530326,0.5518388691826901,241.86257275530326,0.11588616252836491,0.03166461252315397,1.0863981153044835,0.6818447040803719,0.07,0.0434,0.0315,0.050082195400051696,12.113008628690318,10.713008628690318,0,0.0,0.012688699713504427,,,,22.734106012180867,4.939689124161176,7.8975117961968255,0.0,35.57130693253887,0.44166285447502873
81,18,0.5631652576063125,0.07391544006082852,247.08918364544323,0.5631652576063125,247.08918364544323,0.07391544006082851,0.01757935134922677,1.1052754293438543,0.6963657148798879,0.07,0.0434,0.0315,0.05049885784716957,12.477721560484413,11.077721560484413,0,0.0,0.011335225803743137,,,,22.326745436731496,4.984514646098645,7.897032357521092,0.0,35.20829244035124,0.36471293179409514
82,19,0.5742123373801175,0.13565766470605276,256.6816291088013,0.5742123373801175,256.6816291088013,0.13565766470605276,0.02873767678747911,1.1236872289668625,0.7105286376668172,0.07,0.0434,0.0315,0.04988544209696267,12.804676546261154,11.404676546261152,0,0.0,0.005358483042995299,,,,21.582583255228336,5.234269074739695,8.066521167826526,0.0,34.88337349779455,0.3269549857767406
83,20,0.5849670434465405,0.12284307912377349,265.3679465358269,0.5849670434465405,265.3679465358269,0.12284307912377347,0.02503550290767345,1.1416117390775675,0.7243167223673596,0.07,0.0434,0.0315,0.04904953958903431,13.01617559926978,11.616175599269779,0,0.0,0.0012001460047771709,,,,20.964668916757255,5.482628460202234,8.226022578356622,0.0,34.67331995531611,0.21149905300862523
84,21,0.5954182372723456,0.0859635080061949,271.4464844804033,0.5954182372723456,271.4464844804033,0.08596350800619491,0.020891161137623182,1.1590303954539092,0.7377156888106994,0.07,0.0434,0.0315,0.04859520689360779,13.190998073867695,11.790998073867692,0,0.0,0.0006245243012670935,,,,19.646100152872332,6.226779438323469,8.619037316333404,0.0132406175835486,34.4919169075292,0.1748224745979146
85,22,0.6055566894816616,0.00794793154944681,272.00848810990533,0.6055566894816616,272.00848810990533,0.007947931549446808,0.002092512432973911,1.1759278158027695,0.7507137044636687,0.07,0.0434,0.0315,0.048496889399892475,13.191565563698047,11.791565563698047,0,0.0,4.0303357530090525e-05,,,,19.651802276078804,6.227040229900841,8.61877573646214,0.0132406175835486,34.49761824244179,0.0005674898303532905
86,23,0.6153750411778582,0.25845751729470046,290.28419442267756,0.6153750411778582,290.28419442267756,0.2584575172947005,0.08238727233024334,1.1922917352964304,0.7633013348434079,0.07,0.0434,0.0315,0.04572330651373308,13.272753197680174,11.872753197680172,0,0.0,0.0019116850640502872,,,,19.578883131253143,6.2270557204616495,8.616621520316842,0.0132406175835486,34.42256037203163,0.08118763398212583
87,24,0.6248677462663186,0.04100694584872716,293.183823371216,0.6248677462663186,293.183823371216,0.041006945848727154,0.010757027803874109,1.2081129104438644,0.7754714695722033,0.07,0.0434,0.0315,0.045410725848535505,13.313690226335748,11.913690226335746,0,0.0,0.0008269354093923247,,,,19.545025728817958,6.226602459037258,8.61602339143915,0.0132406175835486,34.387651579294364,0.04093702865557358
88,25,0.6340309972846513,0.28293633253827566,313.19044330940267,0.6340309972846513,313.19044330940267,0.2829363325382757,0.0537828740961461,1.2233849954744187,0.7872192272880144,0.07,0.0434,0.0315,0.04273694958795333,13.384804187142697,11.984804187142695,0,0.0557185220207288,0.0028386512521993666,,,,19.483798947381427,6.219999940780219,8.613194332151616,0.0132406175835486,34.316993220313265,0.07111396080694901
89,26,0.6428626373528918,0.2700023076882146,332.282489579638,0.6423705514212704,331.2187089791091,0.2697956315969336,0.05999951412135648,1.237284252368784,0.7979109633606031,0.07,0.0434,0.0315,0.04060113139102471,13.447854322426384,12.047854322426383,0,0.23519904277103276,0.004729194147951478,,,,19.430054286185623,6.213658495171257,8.610265034749682,0.0132406175835486,34.25397781610656,0.06305013528368816
90,27,0.6513620608807541,0.12823690573589847,341.3502081440614,0.6488709186712739,338.153708817063,0.12774646211340704,0.018321350264268527,1.2481181977854565,0.8062447675272741,0.07,0.0434,0.0315,0.03988471085380574,13.487162900310576,12.087162900310574,0,0.295402449260022,0.005600122128988275,,,,19.39543948333649,6.210611885550057,8.60861787443643,0.0132406175835486,34.21466924332297,0.03930857788419151
91,28,0.6595301056213435,0.13850132218048214,351.1437305557736,0.6546261029898277,345.0542007214724,0.13747148162786377,0.016491934420593157,1.2577101716497128,0.8136232089613176,0.07,0.0434,0.0315,0.03919369979189639,13.523950755010146,12.123950755010146,0,0.3534706057229927,0.006532207788354032,,,,19.363773224344072,6.207341373567352,8.606784387318598,0.0132406175835486,34.17789898523002,0.036787854699571035
92,29,0.6673689385517608,0.16642512905134535,362.91176428697884,0.6596941388961691,352.66258044153994,0.1645112258872323,0.013349485311680927,1.2661568981602818,0.8201206908925245,0.07,0.0434,0.0315,0.038453073284615946,13.560960050460302,12.1609600504603,0,0.41570812734319784,0.007646330630262731,,,,19.33304248617771,6.203462078847504,8.60457193015191,0.0132406175835486,34.141076495177124,0.0370092954501554
93,30,0.6748819379024779,0.2568769376141306,381.0757067387174,0.6640839233560689,363.2756243914966,0.2527669433274036,0.023357052546001067,1.2734732055934481,0.8257486196872678,0.07,0.0434,0.0315,0.03745435992307731,13.606255987239756,12.206255987239755,0,0.49963361990947,0.009365884410402602,,,,18.82097913549962,6.582397760670352,8.644869442248295,0.06733441244681565,34.04824633841827,0.04529593677945424
94,31,0.6820735734610371,0.23275760694357892,397.53415496297316,0.6676823760074355,371.5108785513749,0.22784661081253743,0.013000000000000012,1.2794706266790592,0.8303620205223532,0.07,0.0434,0.0315,0.036704120290987095,13.635979975759962,12.23597997575996,0,0.5626789671439416,0.0015554144790643656,,,,15.311552625135194,9.240548371340854,8.237707449242581,1.304044757818946,32.789808445718634,0.029723988520205958
95,32,0.6889492870530226,0.06329721574799645,402.0099440115368,0.670689270177105,373.46823524093855,0.0616195766975216,0.006404951423907464,1.2844821169618414,0.8342170130475705,0.07,0.0434,0.0315,0.03652799287488993,13.642045035878718,12.242045035878718,0,0.5774795903453844,0.000406435914834179,,,,15.318343522994883,9.239590901266688,8.237037519313116,1.304044757818946,32.79497194357469,0.006065060118756304
96,33,0.6955153748648991,0.1643155073118324,413.6288049589672,0.6734635762892073,378.3774411281669,0.15910576989832526,0.025002155647307005,1.289105960482012,0.8377738157553939,0.07,0.0434,0.0315,0.03609830706246621,13.658785055354798,12.258785055354798,0,0.6135876418095623,0.001480429160513198,,,,15.28953648917123,9.260835744195145,8.236582826168913,1.304044757818946,32.78695505953529,0.016740019476079934
97,34,0.7017788730287442,0.27632543125506803,433.1679635844427,0.6758838693852202,385.9276134896939,0.26612927357043037,0.04229748354907503,1.2931397823087,0.8408767556220771,0.07,0.0434,0.0315,0.03546575453910064,13.687214009886391,12.28721400988639,0,0.6667433160419629,0.0018064729684453451,,,,15.277970099688646,9.252378044018826,8.234358977904856,1.304044757818946,32.764707121612325,0.028428954531591836
98,35,0.7077474476461011,0.2322296312588769,449.58907829000304,0.6778729367701566,391.4000597233635,0.22242705737770765,0.037961753910641605,1.2964548946169276,0.8434268420130212,0.07,0.0434,0.0315,0.03503028939860073,13.71085736273903,12.31085736273903,0,0.70333702532767,0.0033066052052793658,,,,15.268476702029066,9.245306113158831,8.23242330765943,1.304044757818946,32.746206122847326,0.023643352852641044
99,36,0.7134292901938788,0.1123651132055359,457.53449164164596,0.6795585290820001,393.75716968326316,0.107030468330415,0.011499953365444475,1.2992642151366667,0.845587857797436,0.07,0.0434,0.0315,0.03484857627878737,13.721876763026616,12.321876763026614,0,0.7186070353960197,0.004015824433163989,,,,15.26365283996758,9.241822734537806,8.231342779698748,1.304044757818946,32.73681835420413,0.011019400287584896
100,37,0.7188330190345533,0.3207792347441695,480.2170088567893,0.6810791003603935,400.13987044711314,0.30393154853582544,0.019163725629395563,1.3017985006006558,0.8475373081543507,0.07,0.0434,0.0315,0.03437408538592761,13.754442073063077,12.354442073063076,0,0.7584802196699489,0.006064569600497607,,,,15.24453273400289,9.231526615822286,8.22871310400132,1.304044757818946,32.7047724538265,0.03256531003646094
101,38,0.7239675875497271,0.399087132636787,508.436730633966,0.6823192002202679,406.95549145171196,0.3761284591214228,0.036483065861188865,1.3038653337004464,0.8491271797695742,0.07,0.0434,0.03130558299502651,0.03389785460162422,13.794918078562661,12.39491807856266,0,0.785663781434714,0.008600571441946299,,,,15.220458152391506,9.218750271391684,8.22548283430568,1.304044757818946,32.66469125808887,0.040476005499583655
102,39,0.7288421992329108,0.3156797775427545,530.7586617723603,0.6833640060554157,411.7398897629902,0.2959820351227519,0.024459430072026084,1.3056066767590262,0.8504666744300201,0.07,0.0434,0.030811832760240625,0.03358095443063914,13.826618475407356,12.426618475407354,0,0.7800218556318255,0.010587928542249568,,,,15.202330774111767,9.208768041771084,8.22285585105931,1.304044757818946,32.63395466694216,0.03170039684469508
103,40,0.7334662299156435,0.3176825608322131,553.2222110752768,0.6843811917445047,416.68137965456873,0.2964226036743386,0.02308548489812188,1.3073019862408413,0.8517707586468009,0.07,0.0434,0.03034286608633364,0.03325891328791861,13.858369874621594,12.458369874621592,0,0.7766701926421341,0.012574884818227825,,,,15.18451382595585,9.198805574337962,8.220198830702305,1.304044757818946,32.603518230996116,0.03175139921423849
104,41,0.7378491571612404,0.26147529506901457,571.7113065008821,0.6853600300419275,420.8105457741904,0.24287446064610813,0.024191017889710533,1.3089333834032124,0.8530256795409326,0.07,0.0434,0.02997602528133084,0.032994094090778976,13.884262741665694,12.484262741665692,0,0.7751732349994068,0.014195531876397228,,,,15.171919904099127,9.190840626023757,8.21794873677913,1.304044757818946,32.58070926690201,0.02589286704409886
105,42,0.7420004967422912,0.28242393907253455,591.6816947496427,0.686293362290354,425.30042355996517,0.26122041102176585,0.014500000000000011,1.31048893715059,0.8542222593466077,0.07,0.0434,0.029597623816094397,0.032711385426558756,13.912166077148708,12.512166077148708,0,0.7744039454528713,0.015938084826940552,,,,15.15609623691717,9.182021991454366,8.21552842219118,1.304044757818946,32.55364665056271,0.027903335483015195
106,43,0.7459297460205948,0.8615488566537869,652.6023986359836,0.6871797854248715,439.0438939969576,0.7936926521657267,0.16070671348280766,1.3119663090414524,0.8553586992626556,0.07,0.0434,0.02854364616437902,0.03188400200040529,13.998476394464722,12.59847639446472,0,0.7751564163733689,0.021115025602218975,,,,14.219946049165866,9.940886465717254,7.939420424958713,1.6769692967009369,32.10025293984183,0.08631031731601334
107,44,0.7496463339702379,0.5116336229346874,688.7803590619994,0.6880154363783327,447.1782762674454,0.46957053532821214,0.07028471691200808,1.3133590606305545,0.8564300466388881,0.07,0.0434,0.027979475966219143,0.03141389811407881,14.047612809494916,12.647612809494914,0,0.7772823971263183,0.0031582340400139676,,,,14.209970688660091,9.925709269487784,7.935506754253598,1.6769692967009369,32.07118671240147,0.04913641503019378
108,45,0.7531595775242975,1.1071445789607175,767.0673030157042,0.6887978975610043,464.6141567611208,1.0125329094146769,0.18648360778327244,1.3146631626016736,0.8574332020012875,0.07,0.0434,0.026886921001878887,0.030465153416269954,14.154541565098445,12.754541565098442,0,0.7833091929858627,0.009981086046618343,,,,14.173673597586687,9.891393140357076,7.927298872873056,1.6769692967009369,31.99236561081682,0.10692875560352816
109,46,0.7564786438814013,0.8042313582764148,816.5523368565961,0.6895171087284586,475.3371086792256,0.7330428762169428,0.12136306595821142,1.3158618478807642,0.8583552676005879,0.07,0.0434,0.026272134920346843,0.029940246861587645,14.23171037632933,12.831710376329328,0,0.7858395121527264,0.014907544742551253,,,,14.16102662137334,9.868099007185288,7.921238607622566,1.6769692967009369,31.950364236181194,0.07716881123088615
110,47,0.7596125183781816,0.5483452867042499,855.3262039226217,0.6901882608195412,483.64093896581096,0.4982296507791065,0.05376387956317286,1.3169804346992353,0.8592157189994117,0.07,0.0434,0.025825021857950742,0.029534163511340184,14.283930572194361,12.883930572194359,0,0.7889532707574137,0.018243384566810027,,,,14.14821186889115,9.851728227516727,7.916999909451444,1.6769692967009369,31.91694000585932,0.052220195865030315
111,48,0.7625699775155951,1.2711088312713075,945.2071713444266,0.6908124228973609,502.6100231613424,1.1514979574170388,0.22797199878164034,1.3180207048289347,0.8600159267914883,0.07,0.0434,0.02488768277119995,0.02866185808947269,14.405737158196978,13.005737158196975,0,0.7961262616869396,0.025981139716086173,,,,14.100704943917512,9.811961902930827,7.907515652560589,1.6769692967009369,31.82018249940893,0.12180658600261657
112,49,0.7653595667193117,0.7031741019233676,994.929088926904,0.6913811468766804,512.7470163749758,0.6352064286929499,0.07746003759696506,1.3189685781278007,0.8607450600983082,0.07,0.0434,0.0244200398216772,0.028225518621608273,14.472550458865964,13.072550458865962,0,0.7995001694325288,0.030230612273737033,,,,14.074348933635324,9.789942148663554,7.9021161230429025,1.6769692967009369,31.76640720534178,0.06681330066898644
113,50,0.7679895824151464,1.3708614046110363,1091.863628453642,0.6919084645780851,532.1823751262226,1.235056609271882,0.2553313807411275,1.319847440963475,0.8614211084334423,0.07,0.0434,0.023594302744981973,0.027440044735446915,14.603108180879941,13.203108180879939,0,0.8058264780609744,0.0331033023228855,,,,14.016376640315197,9.746493305070375,7.891864420616516,1.6769692967009369,31.65473436600209,0.13055772201397758
114,51,0.7704680580081992,1.0314641126584767,1164.7991553147795,0.692389718913028,546.344523251328,0.9269367361948163,0.17406983759132638,1.3206495315217133,0.8620381011705487,0.07,0.0434,0.023036503808932865,0.02690758352265047,14.700810891527764,13.300810891527762,0,0.8099010269456709,0.0393171766446283,,,,13.973549231188654,9.713894688159042,7.8840515407209875,1.6769692967009369,31.571495460068682,0.09770271064782257
115,52,0.7728027533675368,0.5882960960010373,1206.3979711975699,0.6928335421032328,554.2524154309227,0.5274195339260858,0.06491232062139937,1.3213892368387212,0.8626071052605548,0.07,0.0434,0.022739344123525605,0.026623299213237476,14.756027895677056,13.356027895677055,0,0.8120120139005653,0.0428365945132612,,,,13.949176897838544,9.695289633860046,7.8794407603689995,1.6769692967009369,31.52390729206759,0.055217004149292655
116,53,0.7750011474355862,0.7730636445669974,1261.061825733781,0.6932468137767384,564.5285633576175,0.6915136967422966,0.10833659001977575,1.3220780229612306,0.863136940739408,0.07,0.0434,0.02236953699288249,0.02626740024971427,14.828697726110718,13.428697726110716,0,0.8146563270854953,0.04745719256024606,,,,13.915908110295584,9.670738620896003,7.8734713007215955,1.6769692967009369,31.460118031913183,0.0726698304336624
117,54,0.777070433601792,0.7037344114306227,1310.8233631814728,0.6936303428750941,573.7515494780454,0.6281689792662573,0.08297914296653201,1.3227172381251566,0.863628644711659,0.07,0.0434,0.022051498711257233,0.02596010045187516,14.894647858869076,13.494647858869076,0,0.8169144668399293,0.051648181210946546,,,,13.886702061000157,9.648524047452801,7.867990854310987,1.6769692967009369,31.40321696276395,0.06595013275835808
118,55,0.7790175175025451,0.9202144425498813,1375.8923504287548,0.6939868257691708,585.6647397003998,0.8197719379398332,0.1363017530099037,1.3233113762819513,0.8640856740630395,0.07,0.0434,0.021659738379836167,0.02557947960133429,14.980999262387133,13.580999262387131,0,0.8197012855695072,0.05712417622241475,,,,13.848874127049818,9.61957112911437,7.860915523721131,1.6769692967009369,31.32936077988532,0.08635140351805591
119,56,0.7808490169331039,0.912129257904982,1440.3896287870816,0.6943170427619807,597.2935160726718,0.8110490955763388,0.11976411456704333,1.3238617379366344,0.8645090291820264,0.07,0.0434,0.021295697086434254,0.025224522063085935,15.066443474313282,13.666443474313281,0,0.8222597205614433,0.06253754592282725,,,,13.813628299648279,9.591209768144939,7.8538807757105715,1.6769692967009369,31.25871884350379,0.08544421192614943
120,57,0.7825712635815198,1.3249909706514607,1534.0806388229407,0.6946231553625323,613.9461823773261,1.1760838299231873,0.20486282947783935,1.3243719256042203,0.8649014812340157,0.07,0.04304073365026874,0.020804899657081894,0.024742956419747237,15.190843634632367,13.790843634632365,0,0.8228959271834831,0.07039957220703416,,,,13.761626173942254,9.550086509319934,7.843806461288495,1.6769692967009369,31.15551914455068,0.12440016031908503
121,58,0.784190306318897,1.08071226589573,1610.4985359955758,0.6949098944253858,627.4801032026735,0.9576726982549847,0.1581063650741665,1.3248498240423094,0.8652690954171611,0.07,0.042273496619663876,0.020434034941702397,0.024370447196651216,15.29197072205001,13.891970722050008,0,0.8197569009257627,0.07678886985885931,,,,13.712275668262143,9.515730055948135,7.835495676201871,1.6769692967009369,31.06350140041215,0.10112708741764334
122,59,0.785711915804224,0.9384346694386698,1676.8558878416397,0.6951841540346019,639.4405579457676,0.8303105739750778,0.1299749055921016,1.325306923391003,0.8656207103007716,0.07,0.04164664984931021,0.020131031645719027,0.02405157731104762,15.379554015252056,13.979554015252054,0,0.8177814075231076,0.08231827874696249,,,,13.66842367096117,9.485713001559404,7.8282053036853,1.6769692967009369,30.982341976205873,0.08758329320204555
123,60,0.7871415901851772,0.9814671702621427,1746.256097002073,0.6954446672879995,652.0865663765837,0.8671325695247244,0.12952119444207252,1.3257411121466658,0.8659547016512813,0.07,0.0410264140985157,0.019831223964375422,0.023725510016636815,15.471086362281945,14.071086362281942,0,0.8162655759341999,0.08809099012696067,,,,13.627153463252242,9.454959063273307,7.82058022601471,1.6769692967009369,30.902692752540258,0.09153234702988841
124,61,0.7884845616984536,1.4902358216100773,1851.631682504832,0.6956914173855281,671.4476888895296,1.3148567788586478,0.2801348489972359,1.3261523623092133,0.8662710479301642,0.07,0.040146555742579304,0.01940592069337536,0.02324830103070725,15.610017997676454,14.210017997676452,0,0.8147414325445466,0.08699426856006981,,,,13.558789807426164,9.407798219756295,7.809235067543937,1.6769692967009369,30.775823094726398,0.13893163539450926
125,62,0.7897458039941624,1.1920225729036886,1935.9204069675957,0.6959250733264454,687.0628972361485,1.0504119075521035,0.1848284140406814,1.326541788877409,0.8665706068287761,0.07,0.03949072629580817,0.01908890783892213,0.02288106747315705,15.720732509963083,14.320732509963083,0,0.8141263906328415,0.09400490095846238,,,,13.503657718070498,9.369993795345595,7.800051536795973,1.6769692967009369,30.673703050212065,0.11071451228663026
126,63,0.7909300400284831,0.9861908936605147,2005.6546338127725,0.6961451915524872,700.0246496762898,0.8680060357170073,0.14410725130711122,1.3269086525874787,0.8668528096826759,0.06992691399670875,0.03897702785016461,0.01884059783792505,0.022587813747853454,15.812026405794397,14.412026405794395,0,0.8139086269189361,0.09978735389368286,,,,13.457716783590245,9.338652876769546,7.792355806744399,1.6769692967009369,30.58872546710419,0.09129389583131245
127,64,0.792041750387099,0.7692705500634699,2060.0502760644713,0.6963520712595905,710.1472094325346,0.6763319492108771,0.060034833419889716,1.3272534520993173,0.867118040076398,0.0692379730186479,0.03859301445454614,0.01865497460418243,0.0223657030113756,15.88294158052522,14.482941580525218,0,0.813887000174419,0.10428066153582119,,,,13.425720393402115,9.314656287410969,7.786232939113747,1.6769692967009369,30.52660961992683,0.07091517473082265
128,65,0.7930851819188098,1.8216175272197663,2188.858086687008,0.6965462674320698,734.1200174684603,1.5998797080080354,0.35141201424772806,1.327577112386783,0.8673670095282946,0.06770155197466701,0.037736618506290204,0.018241012520845944,0.021866114090977322,16.05235205843562,14.652352058435616,0,0.8140554557351057,0.11141866572585746,,,,13.350722825896918,9.258210355706122,7.77236206930949,1.6769692967009369,30.381295250912533,0.16941047791039923
129,66,0.7940643565742386,2.4075038710885197,2359.0943179849637,0.6967283396171292,765.7745159145318,2.1123932346766843,0.5215856599884512,1.3278805660285486,0.8676004354065758,0.0658511518184621,0.03670521165161702,0.017742454194878184,0.021255480251022103,16.276905099757343,14.87690509975734,0,0.8147407588712534,0.1255374690074801,,,,13.240866162907787,9.182315235428668,7.7541272517282955,1.6769692967009369,30.17730865006475,0.22455304132172355
130,67,0.7949830803586725,1.5859912453155516,2466.8324902290456,0.6968985416882404,785.7340079450687,1.3903125906680398,0.28089115923809777,1.3281642361470671,0.8678186431900518,0.06477202342651102,0.03610370909726491,0.017451701709373192,0.020902713795209586,16.423973087238704,15.023973087238701,0,0.8149790521701874,0.13480657238258495,,,,13.168507496116833,9.13225444889141,7.741907855386814,1.6769692967009369,30.042669800395057,0.14706798748136174
131,68,0.7958449523208981,2.9560665947769365,2667.7071842738515,0.6970580060555993,822.9000342322622,2.5891348312427667,0.7151201451821078,1.3284300100926654,0.8680230846866658,0.0629227970696767,0.03507295651443275,0.016953459643349135,0.020294263053365614,16.700149761333098,15.300149761333097,0,0.8156238314018547,0.15210437801684887,,,,13.04098647891973,9.039905970590226,7.719520894849373,1.6769692967009369,29.80041334435933,0.2761766740943953
132,69,0.7966533735114313,0.9096785708783655,2732.0311728906695,0.6972070596573233,834.7598448023818,0.7961233112462056,0.06961858548625344,1.3286784327622054,0.8682141790478504,0.06237053190024295,0.03476512575715512,0.016804661342916707,0.02010628231130091,16.78391710173442,15.38391710173442,0,0.8161728509777957,0.15737436148733996,,,,13.006485493192738,9.01186589881142,7.712187092344159,1.6769692967009369,29.730538484348315,0.08376734040132323
133,70,0.7974115558539101,1.412913600528647,2831.93925170712,0.6973464341557802,853.1256620954956,1.2356107130197738,0.16823177008237641,1.328910723592967,0.8683928643022824,0.061547169257549245,0.03430618617551466,0.0165828205159857,0.01982664076962554,16.91461603371634,15.514616033716335,0,0.8169749292569721,0.1655857025687968,,,,12.947827755184985,8.96789620177674,7.701121881852808,1.6769692967009369,29.616845838814534,0.1306989319819151
134,71,0.7981225308826579,0.8589793738624605,2892.6782657228723,0.6974765604107134,864.2424244325904,0.7506591481420304,0.1001879861156425,1.3291276006845223,0.8685596928342478,0.06106580539667604,0.03403787557035624,0.016453125347157718,0.019663038537674687,16.99363209751143,15.593632097511428,0,0.81746040462478,0.17054237599479324,,,,12.912188553706127,8.940964705090035,7.694106380875332,1.6769692967009369,29.547259639671495,0.0790160637950915
135,72,0.798789158307638,1.3629340013624074,2989.0522531901797,0.6975982463111352,881.8344931095693,1.1902770077683744,0.1974518412196558,1.3293304105185586,0.8687157003988912,0.06032977987804702,0.033627617409394274,0.01625481599811949,0.019413598686412254,17.11958095706495,15.719580957064949,0,0.8181765500270587,0.17844068361911816,,,,12.847873711361727,8.897564996292113,7.683352834777891,1.6769692967009369,29.428791542431732,0.12594885955352153
136,73,0.7994141343752748,1.374492677291488,3086.2435624705863,0.6977118816159035,899.5061522703198,1.199628366453344,0.17994892252184153,1.3295198026931725,0.8688613866870557,0.05961972458964173,0.033231834967849205,0.016063503878551825,0.01917339554155509,17.246587249541125,15.846587249541122,0,0.8188588251922782,0.18639591189192653,,,,12.782577780741507,8.853763242044696,7.672479082523686,1.6769692967009369,29.30882010530989,0.12700629247617373
137,74,0.8,0.9135,3150.8377669319775,0.6978180060034457,911.2068223522264,0.7968209356051839,0.06654461042399748,1.3296966766724094,0.8689974435941611,0.059164541424732056,0.032978117395006716,0.01594086264554874,0.019019467614921914,17.330668648224076,15.930668648224074,0,0.8193015826407646,0.19164752006572885,,,,12.745351374691708,8.825107433775015,7.6649714059208405,1.6769692967009369,29.235430214387566,0.08408139868295228
138,75,0.8,1.6800000000000002,3269.6317061713175,0.6978180060034457,932.6726991646443,1.4654178126072355,0.20773130377183532,1.3296966766724094,0.8689974435941611,0.05835990402839433,0.03252961520302073,0.01572406701246149,0.01874843897175967,17.4861571809147,16.0861571809147,0,0.8200372921487226,0.19997998710403225,,,,12.690798505149,8.774636438503597,7.651789285402699,1.6769692967009369,29.117224229055296,0.15548853269062388
139,76,0.8,2.016,3412.1844332585256,0.6978180060034457,958.3268739428424,1.7585013751286822,0.32791998048783616,1.3296966766724094,0.8689974435941611,0.057445645572793025,0.03202001059944995,0.01547773588046391,0.01842700808810186,17.65909705719013,16.25909705719013,0,0.8217130196578717,0.10462785515746054,,,,12.397988162137983,8.943829297923495,7.636557396632607,1.6769692967009369,28.978374856694085,0.17293987627543156
