DAE,DOY,Pot Green Canopy Cover,Pot crop Transpiration (mm/day),Pot Biomass (kg/ha),Green Canopy Cover,Biomass (kg/ha),Transpiration (mm),Soil Evap (mm),Root Depth (m),Height (m),Max N Conc (kg/kg),Crit N Conc (kg/kg),Min N Conc (kg/kg),Crop N Conc (kg/kg),Crop N Mass (kg/ha),N Uptake (kg/ha),Crop WSI (0-1),Crop NSI (0-1),PAW Depletion Profile (0-1),Water Top 50 cm (m/m),Water Mid 50 cm (m/m),Water bottom 50 cm (m/m),N Mass Top 50 cm (kg/ha),N Mass Mid 50 cm (kg/ha),N Mass bottom 50 cm (kg/ha),N Leaching (kg/ha),Soil N Mass down to 150 cm (kg/ha),N Uptake Rate (kg/ha/day)
60,362,0.3002550188615129,0.0906394838188192,118.612070575054,0.3002550188615129,118.612070575054,0.09063948381881921,0.14248241837326187,0.6670916981025214,0.35930130623270884,0.07,0.0434,0.0315,0.06356009560803765,7.538994546017741,6.1389945460177415,0,0.0,0.007462944323763532,,,,27.949640506710534,4.484994393261775,7.579775348676916,0.0,40.01441024864923,0.3343306420884758
61,363,0.3123219182632449,0.0778852783668967,124.11939142383746,0.3123219182632449,124.11939142383746,0.07788527836689672,0.11272966365874773,0.6872031971054081,0.3747716900810832,0.07,0.0434,0.0315,0.06344584355032057,7.874859489837792,6.474859489837793,0,0.0,0.008273191407188484,,,,27.62749304738421,4.485920275969668,7.579775348676916,0.0,39.69318867203079,0.33586494382005116
62,364,0.3245971014995974,0.004260336957182216,124.42064273909376,0.3245971014995974,124.42064273909376,0.004260336957182233,0.006022989226681514,0.7076618358326623,0.3905091044866633,0.07,0.0434,0.0315,0.06507984835044185,8.097276561124726,6.697276561124727,0,0.0,0.008163493984823633,,,,27.41225583712915,4.486606334439628,7.579775348676916,0.0,39.47863752024569,0.22241707128693375
63,365,0.3370584744331821,0.05308670972322618,128.17443998271128,0.3370584744331821,128.17443998271128,0.0530867097232262,0.061610379503730356,0.72843079072197,0.40648522363228473,0.07,0.0434,0.0315,0.06504375276934361,8.336946585584544,6.936946585584544,0,0.0,0.008615303675771745,,,,27.174154255046194,4.486274013031258,7.579775348676916,0.0,39.24020361675437,0.23967002445981742
64,1,0.3496824419814253,0.08720205896911794,134.34055670576052,0.3496824419814253,134.34055670576052,0.0872020589691179,0.11395419921124077,0.7494707366357087,0.42266979741208366,0.07,0.0434,0.0315,0.06420287675826178,8.625050205816219,7.2250502058162205,0,0.0,0.00942261648071352,,,,26.31053577969002,4.859631102054599,7.801290213690767,0.0,38.97145709543539,0.2881036202316762
65,2,0.36244406989035477,0.09514156834621813,141.06808152079395,0.36244406989035477,141.06808152079392,0.0951415683462181,0.10828192405201237,0.7707401164839247,0.4390308588337881,0.07,0.0434,0.0315,0.06322783433629274,8.919429288535397,7.519429288535399,0,0.0,0.0010252248778195238,,,,25.837051372973175,4.957408564138476,7.8994582819657575,0.0,38.69391821907741,0.2943790827191785
66,3,0.37531726937648646,0.004926039160566385,141.41640509027664,0.37531726937648646,141.4164050902766,0.0049260391605664,0.0054236069254220065,0.7921954489608107,0.45553496073908517,0.07,0.0434,0.0315,0.06439155014534265,9.106021539744637,7.706021539744637,0,0.0,4.18672818699291e-05,,,,25.659091630410202,4.958253035279778,7.8994582819657575,0.0,38.51680294765574,0.18659225120923828
67,4,0.38827500198751647,0.0050961094010861544,141.7767544417943,0.38827500198751647,141.77675444179428,0.005096109401086174,0.004966745001312874,0.813791669979194,0.4721474384455339,0.07,0.0434,0.0315,0.06526934742015257,9.25367624176313,7.853676241763131,0,0.0,8.314570669197349e-05,,,,25.514528693191583,4.958455567288372,7.8994582819657575,0.0,38.37244254244571,0.1476547020184938
68,5,0.4012895014364446,0.005266924706353335,142.14918225938044,0.4012895014364446,142.14918225938044,0.005266924706353341,0.004691882969923752,0.8354825023940744,0.4888326941492879,0.07,0.0434,0.0315,0.06593479562384535,9.372577280368992,7.972577280368992,0,0.0,0.000123957861407143,,,,25.39835871672249,4.958607926749959,7.8994582819657575,0.0,38.25642492543821,0.11890103860586117
69,6,0.4143325086499145,0.021752456704120512,143.6873132236755,0.4143325086499145,143.68731322367546,0.02175245670412049,0.018099617874379106,0.8572208477498575,0.5055544982691211,0.07,0.0434,0.0315,0.0661282115738904,9.501785049339071,8.101785049339071,0,0.0,0.00032392311768269193,,,,25.27374633946354,4.9587007644331615,7.8994582819657575,0.0,38.13190538586246,0.12920776897007913
70,7,0.4273755158633844,0.10096746562272456,150.82679118578028,0.4273755158633844,150.82679118578028,0.10096746562272453,0.08165264901721543,0.8789591931056406,0.5222763023889543,0.07,0.0434,0.0315,0.06437857837687853,9.710014397686848,8.31001439768685,0,0.0,0.0012723659323635088,,,,25.080288050125702,4.958741430018384,7.8994582819657575,0.0,37.938487762109844,0.20822934834777823
