DAE,DOY,Pot Green Canopy Cover,Pot crop Transpiration (mm/day),Pot Biomass (kg/ha),Green Canopy Cover,Biomass (kg/ha),Transpiration (mm),Soil Evap (mm),Root Depth (m),Height (m),Max N Conc (kg/kg),Crit N Conc (kg/kg),Min N Conc (kg/kg),Crop N Conc (kg/kg),Crop N Mass (kg/ha),N Uptake (kg/ha),Crop WSI (0-1),Crop NSI (0-1),PAW Depletion Profile (0-1),Water Top 50 cm (m/m),Water Mid 50 cm (m/m),Water bottom 50 cm (m/m),N Mass Top 50 cm (kg/ha),N Mass Mid 50 cm (kg/ha),N Mass bottom 50 cm (kg/ha),N Leaching (kg/ha),Soil N Mass down to 150 cm (kg/ha),N Uptake Rate (kg/ha/day)
21,165,0.23669617906127688,1.9326243020353253,883.6862647418682,0.06493824234284795,81.77741749651048,0.05472557944102034,0.07552777104818655,0.28641969681316914,0.11522626241755883,0.055,0.034,0.019860662057861914,0.055,4.497757962308077,4.497757962308077,0.8967871786002956,0,0.9911065175529391,,,,5208.0780148260465,40.20453035448008,0.0,0.0,5248.2825451805265,0.17654228427897667
22,166,0.26549975969351636,2.339550694949304,1006.4481812722738,0.06791114116631528,84.71630024669545,0.056008128374786165,0.0656533175989109,0.2921368099352217,0.1228490799136289,0.055,0.034,0.018878232434545318,0.055,4.65939651356825,4.65939651356825,0.9064073586803113,0,0.9917158306743129,,,,5207.937951527702,40.21384602264732,0.0,0.0,5248.151797550349,0.16163855126017335
23,167,0.29628258946141,2.0273136183896976,1135.0476326683577,0.07079218751158678,88.0068837643572,0.05187459748376106,0.04047015286974067,0.29767728367612845,0.13023637823483789,0.055,0.034,0.018013350043152184,0.055,4.840378607039646,4.840378607039646,0.8929085987097589,0,0.9922180523215602,,,,5207.778222341042,40.22287953059336,0.0,0.0,5248.001101871636,0.1809820934713964
24,168,0.32873134048963804,1.956362390088958,1284.9969982763762,0.07426716972931786,91.8622168131039,0.05029983652982998,0.03033521696091135,0.30435994178714976,0.13914658904953298,0.055,0.034,0.01716240547835946,0.055,5.052421924720714,5.052421924720714,0.8861949574258062,0,0.9924751777024765,,,,5207.586491427028,40.23101123210323,0.0,0.0,5247.817502659131,0.21204331768106785
25,169,0.36244406989035477,2.667588354393011,1468.9853316892434,0.0781038483340587,95.79582712453045,0.057032165370697815,0.033920277224521476,0.3117381698731898,0.1489842264975864,0.055,0.034,0.016289703272127087,0.055,5.268770491849175,5.268770491849175,0.9007867643194734,0,0.9919809859244955,,,,5207.388405559518,40.237133665417915,0.0,0.0,5247.625539224936,0.2163485671284604
26,170,0.3969467644244691,3.01282594198172,1671.266783397083,0.081526972298485,99.95049695668374,0.06188059728164991,0.07123145713558675,0.31832110057400964,0.1577614674320128,0.055,0.032596175937917804,0.015490381996161172,0.05500000000000001,5.497277332617606,5.497277332617606,0.8999973734096609,0,0.9909355695056387,,,,5207.1768672958,40.24200013662875,0.0,0.0,5247.418867432429,0.22850684076843172
27,171,0.4317182528753597,3.0967689926565645,1876.1617296550373,0.0850042124740297,104.42468112777776,0.06762253077260034,0.05354424561977407,0.3250081009115956,0.16667746788212742,0.055,0.031158683631870573,0.01480725570000839,0.05499999999999999,5.7433574620277765,5.7433574620277765,0.88909718417292,0,0.98925042957836,,,,5206.947911339951,40.24705576433729,0.0,0.0,5247.1949671042885,0.24608012941017038
28,172,0.4662209474094743,3.0158667535550365,2091.616465823713,0.0888306584514846,109.86082701831721,0.07609343823343767,0.04136787894107979,0.3323666508682396,0.1764888678243195,0.054047596734165176,0.029865274289996097,0.014192600630616255,0.05404759673416518,5.937713675567887,5.937713675567887,0.8675768362700804,0,0.9866926460833898,,,,5206.770932773052,40.25239135941119,0.0,0.0,5247.023324132463,0.19435621354011043
29,173,0.499933676810191,2.845872455242012,2310.1989638799355,0.09329500473669819,116.69252765322064,0.08894650226904391,0.03063910739175146,0.34095193218595804,0.1879359095812774,0.05199255115102211,0.028729710384705634,0.01365295700163646,0.05164560271796768,6.02665592333369,6.02665592333369,0.8325182677195001,0,0.982890753360722,,,,5206.698114952689,40.25648990457889,0.0,0.0,5246.954604857268,0.08894224776580337
30,174,0.532382427838419,3.811192705288282,2575.4853927241306,0.09872957776924447,125.19223930809585,0.12210967291937652,0.03480042467078832,0.351403034171624,0.20187071222883196,0.04983441245196052,0.027537179946759503,0.01308624168935511,0.04922795010176932,6.162957309787707,6.162957309787707,0.8272310904614222,0,0.9775523168942101,,,,5206.578658050742,40.26132202023473,0.0,0.0,5246.839980070977,0.13630138645401627
31,175,0.5631652576063125,4.225851301763367,2839.358089843506,0.1040478937007551,134.8270387882661,0.1542987598564884,0.031137737847714054,0.3616305648091444,0.21550741974552587,0.04797428628158117,0.02650932336017307,0.012597782822467816,0.04712181771098171,6.353295144292134,6.353295144292134,0.8023709485486,0,0.9717148405568716,,,,5206.405879221252,40.26687487368682,0.0,0.0,5246.672754094939,0.19033783450442765
32,176,0.5919688382385521,4.620686762975797,3100.1715387190748,0.10974031801950851,145.67612832668942,0.1922072831621828,0.028554747070952912,0.372577534652901,0.23010337953720128,0.046357921431894746,0.025616162840455113,0.012173334333152026,0.04531343285132283,6.601085458972129,6.601085458972129,0.7756139039278251,0,0.9650094451471732,,,,5206.17726064495,40.27404006204492,0.0,0.0,5246.451300706995,0.24779031467999485
33,177,0.6185756821693127,4.91729006344468,3420.8168599425694,0.11571052385793353,160.87535878945621,0.2330893980968916,0.025425163478667297,0.3840586997267952,0.24541159963572698,0.04461221190870549,0.024651529870794348,0.011714920646387175,0.0431092180489359,6.935210920755465,6.935210920755465,0.7465941270179848,0,0.957700967498774,,,,5205.861073899877,40.27996491516384,0.0,0.0,5246.141038815041,0.33412546178333596
34,178,0.6428626373528918,4.269411490319893,3718.195840756682,0.12186498093830347,178.99851165257215,0.26019053822427696,0.01800356724375094,0.39589419411212207,0.26119225881616276,0.0431851871597125,0.023862993689307704,0.011340191822604704,0.04115002073032919,7.365792465201415,7.365792465201415,0.6785134962184145,0,0.9498843789397338,,,,5205.447788875772,40.28522505342146,0.0,0.0,5245.7330139291935,0.4305815444459503
35,179,0.6647923884111585,4.701744167037918,4032.801053466609,0.12891509993482614,199.63906670170442,0.30847107862819134,0.017661128541770817,0.40945211525928105,0.2792694870123747,0.04183865711403029,0.023118936754605936,0.010986600463686564,0.03945350679768478,7.876461275199142,7.876461275199142,0.6616721831770359,0,0.9411002984947405,,,,5204.95998342428,40.28780039689313,0.0,0.0,5245.2477838211735,0.5106688099977259
36,180,0.6844002859739088,4.505920382780721,4373.703342047097,0.13554899710971977,225.49997714026912,0.3418199506598002,1.387271499838007,0.4222096098263841,0.2962794797685122,0.04053527764188178,0.02239872368701806,0.010644340207243861,0.03762201662606671,8.483763889148866,8.483763889148866,0.6169744304044453,0,0.9329206809000905,,,,5204.404196720694,40.27077775008189,0.0,0.0,5244.674974470776,0.6073026139497256
37,181,0.7017788730287442,4.539632084904689,4688.238240206174,0.14220544031516402,251.7372217736204,0.37867797263251884,0.5326672728581214,0.4350104621445462,0.3133472828593949,0.039452144521007676,0.021800212935345058,0.010359915427175116,0.03633232418988352,9.14619835213978,9.14619835213978,0.5883449336225255,0,0.9249266504567096,,,,5203.819338459084,40.22444016560985,0.0,0.0,5244.043778624694,0.6624344629909134
38,182,0.717062130864199,4.988959775487665,5046.196217169704,0.14849687083388224,282.23034389392205,0.4249911148165797,0.3314588141351713,0.4471093669882351,0.3294791559843135,0.03833613940719922,0.021183537988689025,0.010066858643172052,0.03496267388111028,9.867527472916802,9.867527472916802,0.5886520538052817,0,0.9178587194095318,,,,5203.211883736468,40.137694935393796,0.0,0.0,5243.349578671861,0.7213291207770214
39,183,0.730410918552734,5.4493219592274915,5398.7007516551685,0.15398786723375044,312.5536190532535,0.46876358468023094,0.23330680837029813,0.45766897544952007,0.3435586339326934,0.03733976481616032,0.020632967708879544,0.009805216174244851,0.03395180364094657,10.61175910136328,10.61175910136328,0.5919699471990854,0,0.9123121688892093,,,,5202.617773241929,40.01178237379556,0.0,0.0,5242.629555615725,0.7442316284464782
40,184,0.7420004967422912,5.7704451131027055,5749.910136342363,0.1587167634343758,343.32904833980473,0.5056468684297447,0.16804600463022182,0.4667630066045689,0.3556840088060918,0.03643313771996695,0.020131989524044887,0.009567140902175744,0.0330975376419328,11.363346100995654,11.363346100995654,0.5903439201927516,0,0.9081600627398174,,,,5202.053374394366,39.85144597063563,0.0,0.0,5241.904820365002,0.7515869996323741
41,185,0.752010520828519,6.367179078539966,6098.239762975829,0.16281743066031604,373.18061532038547,0.5456620919023684,0.13389549883093763,0.4746489051159924,0.3661985401546565,0.035606938511506196,0.01967545366547154,0.009350185549568875,0.032435043245526145,12.104129396308759,12.104129396308759,0.6041781735826892,0,0.9052771408019595,,,,5201.52987491489,39.66341735499082,0.0,0.0,5241.193292269881,0.7407832953131044
42,186,0.7606175128565996,6.6696648158613066,6447.833503049691,0.16622426596483011,403.32686549372784,0.5751401156920397,0.1060024295774612,0.48120051147082715,0.3749340152944362,0.03484119162317721,0.019252322162157172,0.009149104642611166,0.031812792918956306,12.830954050603706,12.830954050603706,0.605414112720738,0,0.9035971664491736,,,,5201.045809360191,39.45359995142348,0.0,0.0,5240.499409311615,0.7268246542949477
43,187,0.7679895824151464,6.447272544375152,6835.124765182664,0.1691331805726737,438.7001775968946,0.5888627145118961,0.07832194499619531,0.48679457802437254,0.3823927706991634,0.03405753987048845,0.01881929690375393,0.008943322017083925,0.030917559060374678,13.56353865064885,13.56353865064885,0.5852708704235989,0,0.9026673921758492,,,,5200.5848129444485,39.210430065603035,0.0,0.0,5239.795243010051,0.7325846000451439
44,188,0.7742830440550899,6.010372129477634,7191.732999362336,0.17174326244062993,473.83578441329803,0.5921850695550587,0.057642680221457555,0.49181396623198065,0.3890852883093075,0.033388683948732664,0.01844970478919655,0.008767684143237411,0.030153642098352827,14.287874656590857,14.287874656590857,0.5558024775959984,0,0.9021408978640468,,,,5200.158491574951,38.93923195597224,0.0,0.0,5239.097723530923,0.7243360059420068
45,189,0.7796405414941743,3.1716751778659873,7450.695494112797,0.174123049529357,512.9931581260807,0.47958477676441313,0.02391737665307685,0.4963904798641481,0.3951873064855308,0.032931205586490236,0.0181969143304957,0.00864755284999249,0.029246987036097846,15.003504245320377,15.003504245320377,0.32295920859595895,0,0.9005187596410569,,,,5199.781079163659,38.62867058253109,0.0,0.0,5238.409749746191,0.7156295887295202
46,190,0.784190306318897,5.343276699680384,7862.1694413171235,0.17720342590698954,558.2540156665754,0.5877438587468714,3.964113850770267,0.5023142805903645,0.40308570745381933,0.032248004970766166,0.017819395716966013,0.008468148138673783,0.02816926538744673,15.725605520919606,15.725605520919606,0.513223290124762,0,0.8997413956491374,,,,5199.466696903158,38.26708798710869,0.0,0.0,5237.733784890266,0.7221012755992298
47,191,0.7880462259276871,4.474624976595648,8227.932535648943,0.17908039776769982,604.2485586947031,0.5626820589888593,1.1721202613685902,0.5059238418609613,0.4078984558146149,0.031681154993721344,0.017506169392972587,0.008319296462969476,0.027202371554479354,16.43699380487194,16.43699380487194,0.44663706182746954,0,0.900082070944794,,,,5199.195313933451,37.86253689564798,0.0,0.0,5237.057850829099,0.7113882839523338
48,192,0.7913084541102972,5.448653274333215,8644.405681884908,0.18088559393981812,650.6767024841731,0.6074121704269025,0.663660609775544,0.5093953729611886,0.4125271639482516,0.031076899488107546,0.01717227376195762,0.008160622301892363,0.030308001979775397,19.720710787084045,19.720710787084045,0.5123186557543276,0,0.9011437876691415,,,,5196.120857879777,37.68482366344058,0.0,0.0,5233.805681543217,3.283716982212105
49,193,0.7940643565742386,5.935631065392432,9059.637523041541,0.18222959615804304,694.7071230439753,0.629403398759274,0.5056932647118537,0.5119799926116213,0.41597332348216165,0.030513439699855215,0.016860920766739215,0.008012660871055573,0.030513439699855215,21.19790390806224,21.19790390806224,0.537939361360322,0,0.9029913871265467,,,,5194.729346952505,37.63008334951057,0.0,0.0,5232.359430302015,1.4771931209781952
50,194,0.7963896366940458,5.895772029150607,9453.179620788753,0.18330401657521733,736.9330795344675,0.6325997005298494,0.29104853348358495,0.5140461857215719,0.41872824762876243,0.030011589870996006,0.016583611807656606,0.007880877875549327,0.030011589870996003,22.11653334535852,22.11653334535852,0.5338325795705341,0,0.9051423764518188,,,,5193.894036755179,37.57724528276867,0.0,0.0,5231.471282037947,0.9186294372962771
51,195,0.7983495311035326,4.762653921489511,9767.257922440382,0.1842176554964019,776.0434937508002,0.5930666545857163,0.16044827300986111,0.5158031836469268,0.42107091152923565,0.02963146009094664,0.016373562132315653,0.007781057893125681,0.029137288068416995,22.611802831037828,22.611802831037828,0.46034487547638625,0,0.9069702504416087,,,,5193.608225156961,37.398108909492464,0.0,0.0,5231.006334066454,0.49526948567931056
52,196,0.8,6.624,10151.480763121428,0.1851083394942474,814.0701580798299,0.6555795175242906,0.18017188679737475,0.5175160374889374,0.42335471665191643,0.029188913086143214,0.01612902234732433,0.007664847491942753,0.029188913086143214,23.76182309021502,23.76182309021502,0.5722706472937552,0,0.9096877916187406,,,,5192.508355767599,37.37805076297536,0.0,0.0,5229.886406530574,1.1500202591771926
53,197,0.8,5.864999999999999,10545.968103823896,0.1851083394942474,856.4142318096145,0.6295461648603276,0.11351813272442847,0.5175160374889374,0.42335471665191643,0.028758131877658234,0.015890984030585496,0.007551726723941301,0.028758131877658237,24.628873420284265,24.628873420284265,0.5361008592343242,0,0.9130160262205311,,,,5191.745484398115,37.30057840446102,0.0,0.0,5229.046062802576,0.867050330069243
54,198,0.8,6.7505,10930.04194728892,0.1851083394942474,893.3374755048676,0.6489646738661703,0.1087601443275316,0.5175160374889374,0.42335471665191643,0.02835971581690968,0.01567082983956161,0.007447104865122309,0.02835971581690968,25.334796933913555,25.334796933913555,0.5845209622014227,0,0.9166193116309596,,,,5191.081952600244,37.28823523746743,0.0,0.0,5228.3701878377115,0.7059235136292916
55,199,0.8,6.233,11330.140161870555,0.1851083394942474,933.7506187713793,0.6295832193191933,0.07514233270357651,0.5175160374889374,0.42335471665191643,0.0279648585954819,0.015452642169139772,0.0073434175378688325,0.0279648585954819,26.11220401738535,26.11220401738535,0.5634640458356373,0,0.9199651666249598,,,,5190.383530111404,37.237714835360045,0.0,0.0,5227.621244946764,0.7774070834717928
56,200,0.8,6.5895,11685.174710538588,0.1851083394942474,967.8017074809437,0.6319938436793547,0.06720248917642226,0.5175160374889374,0.42335471665191643,0.027630367152151388,0.015267811033134654,0.007255581930803858,0.027630367152151388,26.740716508177496,26.740716508177496,0.5855001407151903,0,0.9233771997898329,,,,5189.805038015235,37.21657463011412,0.0,0.0,5227.02161264535,0.6285124907921478
57,201,0.8,6.3134999999999994,12031.50342300863,0.1851083394942474,1001.6382134259769,0.6168324270903345,0.051919878529566886,0.5175160374889374,0.42335471665191643,0.027317416685558225,0.015094882871870474,0.007173402865352201,0.02731741668555823,27.362168444335513,27.362168444335513,0.5777584045931888,0,0.9266253468256617,,,,5189.2553708146925,37.173953352516016,0.0,0.0,5226.4293241672085,0.6214519361580177
58,202,0.8,6.911499999999999,12380.686475379267,0.1851083394942474,1033.0973093715652,0.6226806832455986,0.050446941486589916,0.5175160374889374,0.42335471665191643,0.027014314073177285,0.014927396374713256,0.007093809792069446,0.027014314073177285,27.908415183517857,27.908415183517857,0.6106348451917762,0,0.929997845602598,,,,5188.750579591545,37.16180804524145,0.0,0.0,5225.912387636787,0.5462467391823423
59,203,0.8,5.772999999999999,12773.57163600047,0.1851083394942474,1072.742698086949,0.5825438372170504,0.03414909642705599,0.5175160374889374,0.42335471665191643,0.026687173070995007,0.014746626898325014,0.007007904370285212,0.02648539010121501,28.412008837062764,28.412008837062764,0.5638950093236121,0,0.9329070681111166,,,,5188.458236416312,36.97684547413433,0.0,0.0,5225.435081890446,0.5035936535449084
60,204,0.8,6.164,13156.944321601579,0.1851083394942474,1108.8729469996226,0.5809147669154512,0.03283071155308897,0.5175160374889374,0.42335471665191643,0.026381162159447424,0.014577533351870927,0.006927547593691291,0.026381162159447424,29.25335702902139,29.25335702902139,0.5927005830797505,0,0.9359123527676445,,,,5187.70763568559,36.91235796326981,0.0,0.0,5224.619993648859,0.8413481919586265
61,205,0.8,6.072,13527.83108149091,0.1851083394942474,1143.4230835943856,0.5656401146970053,0.028592183476919313,0.5175160374889374,0.42335471665191643,0.02609668844890507,0.014420340693787947,0.0068528463672242685,0.026096688448905073,29.839555977849024,29.839555977849024,0.5974012327496516,0,0.9388128155789764,,,,5187.192200674655,36.867813671112884,0.0,0.0,5224.060014345769,0.5861989488276315
62,206,0.8,6.164,13883.684999278661,0.1851083394942474,1175.4114274593815,0.5540929626674485,0.026750771687616644,0.5175160374889374,0.42335471665191643,0.02583375488962917,0.014275050554312498,0.006783801465606461,0.02583375488962917,30.365290711454797,30.365290711454797,0.6115062768805255,0,0.9416635967031851,,,,5186.719573135317,36.840358117889004,0.0,0.0,5223.559931253206,0.525734733605775
63,207,0.8,5.864999999999999,14227.577420474325,0.1851083394942474,1206.5687653372563,0.5313806742770985,0.02246357495665423,0.5175160374889374,0.42335471665191643,0.025548490372520917,0.014131684197498795,0.006748536052806337,0.025548490372520917,30.826010485003344,30.826010485003344,0.608436915390753,0,0.9443270451340997,,,,5186.322908841482,36.801735467175924,0.0,0.0,5223.1246443086575,0.4607197735485456
64,208,0.8,6.256,14565.299847843671,0.1851083394942474,1234.913176771411,0.5250543747221839,0.021587612404575473,0.5175160374889374,0.42335471665191643,0.025263225855412665,0.013988317840685095,0.0067132706400062124,0.025263225855412665,31.197890496601296,31.197890496601296,0.6372799661816902,0,0.9470231697048477,,,,5185.987007851516,36.792275605312334,0.0,0.0,5222.779283456828,0.37188001159795414
65,209,0.8,6.21,14888.638745319477,0.1851083394942474,1261.3244095783734,0.5072503092316967,0.01893839196730477,0.5175160374889374,0.42335471665191643,0.02497796133830441,0.013844951483871392,0.006678005227206089,0.02497796133830441,31.50531233750825,31.50531233750825,0.6469837296571901,0,0.9495890531255052,,,,5185.7132055733955,36.785924849875734,0.0,0.0,5222.499130423271,0.3074218409069521
66,210,0.8,3.2544999999999997,15139.400164429002,0.1851083394942474,1291.2433580684492,0.38830222849561324,0.008641342043892252,0.5175160374889374,0.42335471665191643,0.024692696821196156,0.01370158512705769,0.0066427398144059645,0.02469269682119616,31.88428076316745,31.88428076316745,0.48435642694610104,0,0.9508259771712931,,,,5185.526742719475,36.62018767096628,0.0,0.0,5222.146930390441,0.3789684256592018
67,211,0.8,5.6465,15489.516919605336,0.1851083394942474,1319.492264762823,0.455583599732171,0.5871095878979485,0.5175160374889374,0.42335471665191643,0.024407432304087904,0.013558218770243989,0.00660747440160584,0.024407432304087904,32.20541812796623,32.20541812796623,0.6512993545223951,0,0.9531727144356876,,,,5185.238946398145,36.62002738136184,0.0,0.0,5221.858973779507,0.3211373647987823
68,212,0.8,5.761499999999999,15823.967041557436,0.1851083394942474,1345.1306049448028,0.4416661476943092,0.44791776016419244,0.5175160374889374,0.42335471665191643,0.024122167786979648,0.013414852413430286,0.006572208988805716,0.024122167786979648,32.447466147879965,32.447466147879965,0.6686991508599198,0,0.9554090539359599,,,,5185.026270387143,36.62101433995098,0.0,0.0,5221.647284727094,0.24204801991373376
69,213,0.8,5.761499999999999,16171.894580094371,0.1851083394942474,1370.7817177556192,0.4247691547526928,0.2700098822980098,0.5175160374889374,0.42335471665191643,0.023836903269871396,0.013271486056616585,0.006536943576005591,0.023836903269871396,32.67519121024885,32.67519121024885,0.6813738558122813,0,0.9574993923941502,,,,5184.825671569456,36.62158059131582,0.0,0.0,5221.447252160772,0.2277250623688781
