DAE,DOY,Pot Green Canopy Cover,Pot crop Transpiration (mm/day),Pot Biomass (kg/ha),Green Canopy Cover,Biomass (kg/ha),Transpiration (mm),Soil Evap (mm),Root Depth (m),Height (m),Max N Conc (kg/kg),Crit N Conc (kg/kg),Min N Conc (kg/kg),Crop N Conc (kg/kg),Crop N Mass (kg/ha),N Uptake (kg/ha),Crop WSI (0-1),Crop NSI (0-1),PAW Depletion Profile (0-1),Water Top 50 cm (m/m),Water Mid 50 cm (m/m),Water bottom 50 cm (m/m),N Mass Top 50 cm (kg/ha),N Mass Mid 50 cm (kg/ha),N Mass bottom 50 cm (kg/ha),N Leaching (kg/ha),Soil N Mass down to 150 cm (kg/ha),N Uptake Rate (kg/ha/day)
70,214,0.8,6.256,16493.739787247665,0.1851083394942474,1392.2902354230723,0.41808075291143804,0.21173969456583583,0.5175160374889374,0.42335471665191643,0.023551638752763143,0.013128119699802883,0.006501678163205468,0.02355163875276314,32.790716663683746,32.790716663683746,0.7111798851022618,0,0.9595673236801351,,,,5184.730638835783,36.62771104793988,0.0,0.0,5221.358349883722,0.11552545343490161
71,215,0.8,6.4055,16818.62111664019,0.1851083394942474,1412.8100950845621,0.40457837730300866,0.15425771018245185,0.5175160374889374,0.42335471665191643,0.02326637423565489,0.01298475334298918,0.006466412750405343,0.02326637423565489,32.87096839614859,32.87096839614859,0.7270308077425741,0,0.9615055223003384,,,,5184.66991933678,36.63470763243085,0.0,0.0,5221.304626969211,0.0802517324648448
72,216,0.8,6.5435,17151.89275946553,0.1851083394942474,1432.7672861193228,0.3918421574331055,0.11503586521637728,0.5175160374889374,0.42335471665191643,0.02298110971854664,0.01284138698617548,0.006431147337605219,0.02298110971854664,32.92658220345246,32.92658220345246,0.7411995338849033,0,0.9633143491634365,,,,5184.6330913315405,36.64322805079045,0.0,0.0,5221.276319382331,0.05561380730386735
73,217,0.8,6.164,17490.04893562887,0.1851083394942474,1453.1842083025606,0.37216504446362525,0.08382106136476825,0.5175160374889374,0.42335471665191643,0.022695845201438383,0.012698020629361777,0.0063958819248050944,0.022695845201438383,32.981243840809704,32.981243840809704,0.739062226954552,0,0.9648999326703462,,,,5184.598160678385,36.65052152174457,0.0,0.0,5221.24868220013,0.05466163735724609
74,218,0.8,6.290499999999999,17828.326179296968,0.1851083394942474,1472.707188551015,0.3630433602958973,0.06951130327258577,0.5175160374889374,0.42335471665191643,0.02241058068433013,0.012554654272548075,0.00636061651200497,0.02241058068433013,33.004223273415505,33.004223273415505,0.7505765203696376,0,0.9663929798883537,,,,5184.592986350855,36.65946633768508,0.0,0.0,5221.252452688541,0.022979432605799502
75,219,0.8,6.635499999999999,18179.990383588276,0.1851083394942474,1491.7547891045522,0.3594063653072271,0.06563068406494506,0.5175160374889374,0.42335471665191643,0.022125316167221878,0.012411287915734374,0.0063253510992048465,0.022125316167221878,33.00554635290561,33.00554635290561,0.7659136376045239,0,0.9678386597998618,,,,5184.608000969992,36.66944664813227,0.0,0.0,5221.277447618124,0.0013230794901038581
76,220,0.8,5.4624999999999995,18544.91204216968,0.1851083394942474,1514.0081728885896,0.33311015134824645,0.04291926694287097,0.5175160374889374,0.42335471665191643,0.021840051650113622,0.012267921558920671,0.006290085686404722,0.021840051650113622,33.06601669458095,33.06601669458095,0.7364515782645938,0,0.9689462355294515,,,,5184.586834305085,36.6541547579145,0.0,0.0,5221.240989063,0.060470341675341634
77,221,0.8,6.4399999999999995,18945.628269343888,0.1851083394942474,1535.394852304271,0.34371010230416904,0.04608776262409712,0.5175160374889374,0.42335471665191643,0.02155478713300537,0.012124555202106969,0.006254820273604598,0.02155478713300537,33.09510920653078,33.09510920653078,0.7693409857427995,0,0.9702027090410205,,,,5184.576379052349,36.660325339275,0.0,0.0,5221.236704391624,0.02909251194982941
78,222,0.8,5.9685,19293.940949829248,0.1851083394942474,1554.815465968979,0.332781259919365,0.03596578014492562,0.5175160374889374,0.42335471665191643,0.021269522615897117,0.011981188845293268,0.006219554860804473,0.021285554415234432,33.09510920653078,33.09510920653078,0.7590329474871673,0,0.9712927840784686,,,,5184.592507952808,36.668157804987885,0.0,0.0,5221.260665757795,0.0
79,223,0.8,5.577499999999999,19610.16101484923,0.1851083394942474,1573.1209213700126,0.322872229796091,0.028339688711662574,0.5175160374889374,0.42335471665191643,0.020984258098788865,0.011837822488479565,0.006184289448004349,0.02103786731010394,33.09510920653078,33.09510920653078,0.7498185438044067,0,0.9722564826501571,,,,5184.608613103512,36.67686559487488,0.0,0.0,5221.285478698386,0.0
80,224,0.8,5.7155,19902.734665773693,0.1851083394942474,1589.6115029947537,0.3221476677014244,0.026446074626462947,0.5175160374889374,0.42335471665191643,0.020698993581680612,0.011694456131665865,0.006149024035204224,0.020819621111309992,33.09510920653078,33.09510920653078,0.7564070222636772,0,0.9732254774869561,,,,5184.624696451911,36.68601654755464,0.0,0.0,5221.310712999466,0.0
81,225,0.8,5.623499999999999,20218.18361702378,0.1851083394942474,1607.4501061925732,0.31800830113843165,0.02308013424123609,0.5175160374889374,0.42335471665191643,0.020413729064572356,0.011551089774852162,0.006113758622404101,0.02058857632907828,33.09510920653078,33.09510920653078,0.7556030626553134,0,0.9741488070943282,,,,5184.640762352908,36.69494641234233,0.0,0.0,5221.33570876525,0.0
82,226,0.8,6.646999999999999,20516.842025146645,0.1851083394942474,1622.3291570904846,0.33115106967867514,0.02607245737375981,0.5175160374889374,0.42335471665191643,0.020128464547464104,0.01140772341803846,0.0060784932096039765,0.020399749990244992,33.09510920653078,33.09510920653078,0.784689858959064,0,0.9752408823243663,,,,5184.656802720645,36.703653431241726,0.0,0.0,5221.360456151887,0.0
83,227,0.7999012721567306,5.185859935051103,20831.708755032607,0.18500961165097793,1640.9264246176906,0.3062972852218916,0.017358567965776138,0.5175160374889374,0.42335471665191643,0.01984320003035585,0.011264357061224757,0.006043227796803852,0.020168551563328873,33.09510920653078,33.09510920653078,0.7446331844571884,0,0.9759948932664065,,,,5184.672837854426,36.712136499727585,0.0,0.0,5221.384974354153,0.0
84,228,0.7969185818543927,5.2581684178980135,21172.151129813563,0.18202692134864004,1660.3082899867354,0.29935495670606616,0.01615809396800514,0.5175160374889374,0.42335471665191643,0.019557935513247596,0.011120990704411056,0.006007962384003728,0.01993311086026992,33.09510920653078,33.09510920653078,0.750752798511806,0,0.9767742590080281,,,,5184.68886597619,36.720402648887486,0.0,0.0,5221.409268625077,0.0
85,229,0.7929653373968012,4.958511375409371,21463.614702454153,0.17807367689104855,1677.0392715622993,0.2846350976644969,0.014133025432560436,0.5175160374889374,0.42335471665191643,0.019272670996139343,0.010977624347597354,0.005972696971203603,0.019734248188296735,33.09510920653078,33.09510920653078,0.7443818929730397,0,0.9774810686138956,,,,5184.704890434489,36.72845970105627,0.0,0.0,5221.433350135546,0.0
86,230,0.7877405953374278,4.925840410219352,21754.313403180826,0.17284893483167516,1693.147405753793,0.27294961461935974,0.013061839210181773,0.5175160374889374,0.42335471665191643,0.01898740647903109,0.010834257990783653,0.00593743155840348,0.01954650203169804,33.09510920653078,33.09510920653078,0.7474666920859885,0,0.9781810463284399,,,,5184.720910394638,36.736317278166666,0.0,0.0,5221.457227672805,0.0
87,231,0.7808612761945654,4.849148525168251,22052.982620427218,0.16596961568881272,1709.0664436373797,0.25845910665648325,0.01201135374930295,0.5175160374889374,0.42335471665191643,0.01870214196192284,0.01069089163396995,0.005902166145603355,0.019364436841960906,33.09510920653078,33.09510920653078,0.7492322690179762,0,0.9788533086532409,,,,5184.736925794991,36.74398632120086,0.0,0.0,5221.4809121161925,0.0
88,232,0.7718480477384275,2.596303870580135,22255.19687407726,0.15695638723267488,1723.7309176248887,0.18828262541611396,0.005969592711096246,0.5175160374889374,0.42335471665191643,0.018416877444814586,0.010547525277156248,0.005866900732803231,0.019199695769298027,33.09510920653078,33.09510920653078,0.6433784847065385,0,0.9788473529473887,,,,5184.752971633484,36.75148503230643,0.0,0.0,5221.504456665791,0.0
89,233,0.7601151254320638,4.46900186558714,22543.779286039455,0.1452234649263112,1737.593859248958,0.21468221697657908,0.010151377704095644,0.5175160374889374,0.42335471665191643,0.01813161292770633,0.010404158920342547,0.005831635320003106,0.01904651597976728,33.09510920653078,33.09510920653078,0.7485636198592124,0,0.979502108698696,,,,5184.769008018826,36.75883259621929,0.0,0.0,5221.5278406150455,0.0
90,234,0.7449697923824916,4.551299825336784,22842.633973539076,0.13007813187673897,1750.2749068316475,0.19312144685117216,0.009846075617543228,0.5175160374889374,0.42335471665191643,0.017846348410598078,0.010260792563528845,0.005796369907202982,0.018908520642874117,33.09510920653078,33.09510920653078,0.7569870419317906,0,0.9801035820065145,,,,5184.785034887991,36.76604511851067,0.0,0.0,5221.551080006502,0.0
91,235,0.7256304577735048,4.454010453620993,23100.14394610568,0.11073879726775213,1759.7168521367057,0.16331221145375213,0.00980575138547749,0.5175160374889374,0.42335471665191643,0.017561083893489825,0.010117426206715144,0.0057611044944028585,0.018807064992499,33.09510920653078,33.09510920653078,0.7597390837107827,0,0.9806046389186205,,,,5184.801054026708,36.77314298390905,0.0,0.0,5221.574197010616,0.0
92,236,0.7012748476743019,3.689582292326421,23394.43914656219,0.08638318716854929,1769.2638206580366,0.11969045348704303,0.007732083308577712,0.5175160374889374,0.42335471665191643,0.01727581937638157,0.009974059849901441,0.005725839081602734,0.018705581847155966,33.09510920653078,33.09510920653078,0.7366451322576062,0,0.9809051598843832,,,,5184.817071769845,36.78015234620958,0.0,0.0,5221.597224116054,0.0
93,237,0.6711304154906378,2.9907249140301544,23616.00378910961,0.05623875498488515,1774.631394590051,0.0724526120314466,0.5026660194003781,0.5175160374889374,0.42335471665191643,0.016990554859273317,0.009830693493087739,0.00569057366880261,0.018649004693268103,33.09510920653078,33.09510920653078,0.7108995270145474,0,0.9810434630963875,,,,5184.8447445705615,36.787105024860516,0.0,0.0,5221.631849595422,0.0
94,238,0.6346137917032599,4.20550627089354,23864.54432758343,0.019722131197507292,1776.3572893272983,0.029203530277052827,0.5424070334047829,0.5175160374889374,0.42335471665191643,0.016705290342165065,0.009687327136274036,0.005655308256002485,0.01863088546733963,33.09510920653078,33.09510920653078,0.7765539240739348,0,0.9811420911392954,,,,5184.867025474054,36.79403726362902,0.0,0.0,5221.661062737683,0.0
95,239,0.5915111582757567,2.703945382268053,24059.66382325149,0.0,1776.3572893272983,0.0,0.21273255759920917,0.5175160374889374,0.42335471665191643,0.016420025825056812,0.009543960779460335,0.005620042843202361,0.01863088546733963,33.09510920653078,33.09510920653078,0.0,0,0.9811420911392954,,,,5184.88719189956,36.80062224234,0.0,0.0,5221.6878141419,0.0
96,240,0.542165975211794,2.0029644246730713,24217.522061212978,0.0,1776.3572893272983,0.0,0.13091723710891157,0.5175160374889374,0.42335471665191643,0.01613476130794856,0.009400594422646633,0.005584777430402237,0.01863088546733963,33.09510920653078,33.09510920653078,0.0,0,0.9811420911392954,,,,5184.906056742447,36.80747936236758,0.0,0.0,5221.713536104814,0.0
97,241,0.48761224272084086,2.5163839300912385,24401.494984193374,0.0,1776.3572893272983,0.0,0.2125913752128475,0.5175160374889374,0.42335471665191643,0.015849496790840304,0.009257228065832932,0.005549512017602113,0.01863088546733963,33.09510920653078,33.09510920653078,0.0,0,0.9811420911392954,,,,5184.925292334436,36.8144096427292,0.0,0.0,5221.739701977165,0.0
98,242,0.4295795059774198,2.0810442192693626,24544.980251064935,0.0,1776.3572893272983,0.0,0.15463320179767887,0.5175160374889374,0.42335471665191643,0.015564232273732052,0.00911386170901923,0.005514246604801988,0.01863088546733963,33.09510920653078,33.09510920653078,0.0,0,0.9811420911392954,,,,5184.942990758074,36.82132014596054,0.0,0.0,5221.764310904035,0.0
99,243,0.37032176617931084,1.7833307552572435,24662.746793335107,0.0,1776.3572893272983,0.0,0.12297355491209219,0.5175160374889374,0.42335471665191643,0.0152789677566238,0.008970495352205527,0.005478981192001864,0.01863088546733963,33.09510920653078,33.09510920653078,0.0,0,0.9811420911392954,,,,5184.959466566919,36.82824909605273,0.0,0.0,5221.787715662972,0.0
100,244,0.3122890294358897,1.7238354424861109,24768.62985206026,0.0,1776.3572893272983,0.0,0.11623983399232043,0.5175160374889374,0.42335471665191643,0.014993703239515545,0.008827128995391825,0.00544371577920174,0.01863088546733963,33.09510920653078,33.09510920653078,0.0,0,0.9811420911392954,,,,5184.975478067314,36.83517738022535,0.0,0.0,5221.810655447539,0.0
101,245,0.25773529694493635,0.6742999706321896,24827.18403835921,0.0,1776.3572893272983,0.0,0.043565623908311986,0.5175160374889374,0.42335471665191643,0.014708438722407291,0.008683762638578124,0.005408450366401616,0.01863088546733963,33.09510920653078,33.09510920653078,0.0,0,0.9811420911392954,,,,5184.991488680942,36.842104998567564,0.0,0.0,5221.833593679509,0.0
102,246,0.20839011388097373,0.47031043826512253,24877.067993383225,0.0,1776.3572893272983,0.0,0.03282176419362181,0.5175160374889374,0.42335471665191643,0.014423174205299039,0.008540396281764423,0.005373184953601492,0.01863088546733963,33.09510920653078,33.09510920653078,0.0,0,0.9811420911392954,,,,5185.007498407871,36.84875903597533,0.0,0.0,5221.8562574438465,0.0
103,247,0.16528748045347053,0.7199302820501474,24942.60344494345,0.0,1776.3572893272983,0.0,2.1771146471007543,0.5175160374889374,0.42335471665191643,0.014137909688190786,0.00839702992495072,0.005337919540801367,0.01863088546733963,33.09510920653078,33.09510920653078,0.0,0,0.9811420911392954,,,,5185.050896618562,36.855685349149674,0.0,0.0,5221.906581967712,0.0
104,248,0.1287708566660929,0.5553243193725255,24983.02221859946,0.0,1776.3572893272983,0.0,0.9429835854663335,0.5175160374889374,0.42335471665191643,0.013852645171082532,0.008253663568137018,0.005302654128001243,0.01863088546733963,33.09510920653078,33.09510920653078,0.0,0,0.9811420911392954,,,,5185.084924586,36.862610996757475,0.0,0.0,5221.947535582757,0.0
105,249,0.09862642448242853,0.3941358488379049,25014.356878785296,0.0,1776.3572893272983,0.0,0.5001044297920146,0.5175160374889374,0.42335471665191643,0.013567380653974278,0.008110297211323315,0.005267388715201118,0.01863088546733963,33.09510920653078,33.09510920653078,0.0,0,0.9811420911392954,,,,5185.113983019157,36.86799127839846,0.0,0.0,5221.981974297555,0.0
106,250,0.0742708143832258,0.322428172941179,25036.886972721244,0.0,1776.3572893272983,0.0,0.3834807756773846,0.5175160374889374,0.42335471665191643,0.013282116136866026,0.007966930854509615,0.005232123302400995,0.01863088546733963,33.09510920653078,33.09510920653078,0.0,0,0.9811420911392954,,,,5185.139230853853,36.87355705430951,0.0,0.0,5222.012787908163,0.0
107,251,0.05493147977423907,0.2621604872225559,25053.715735222067,0.0,1776.3572893272983,0.0,0.3019042771113505,0.5175160374889374,0.42335471665191643,0.012996851619757773,0.007823564497695912,0.0051968578896008704,0.01863088546733963,33.09510920653078,33.09510920653078,0.0,0,0.9811420911392954,,,,5185.161478667824,36.8804809846971,0.0,0.0,5222.041959652521,0.0
108,252,0.03978614672466674,0.17729701634179612,25065.42195995586,0.0,1776.3572893272983,0.0,0.20586612473591673,0.5175160374889374,0.42335471665191643,0.012711587102649519,0.0076801981408822105,0.005161592476800746,0.01863088546733963,33.09510920653078,33.09510920653078,0.0,0,0.9811420911392954,,,,5185.181680573038,36.8874042498371,0.0,0.0,5222.069084822875,0.0
109,253,0.028053224418302936,0.1286415672231804,25073.823170909858,0.0,1776.3572893272983,0.0,0.16773052219339118,0.5175160374889374,0.42335471665191643,0.012426322585541265,0.007536831784068509,0.005126327064000622,0.01863088546733963,33.09510920653078,33.09510920653078,0.0,0,0.9811420911392954,,,,5185.2002154408865,36.894326849818526,0.0,0.0,5222.094542290705,0.0
110,254,0.019039995962165213,0.08512068194835484,25080.07653906943,0.0,1776.3572893272983,0.0,0.18377251095272057,0.5175160374889374,0.42335471665191643,0.012141058068433012,0.007393465427254806,0.005091061651200497,0.01863088546733963,33.09510920653078,33.09510920653078,0.0,0,0.9811420911392954,,,,5185.219407263604,36.900642624355385,0.0,0.0,5222.120049887959,0.0
111,255,0.012160676819302774,0.049296343656248603,25083.81949693552,0.0,1776.3572893272983,0.0,0.13103889085924764,0.5175160374889374,0.42335471665191643,0.01185579355132476,0.007250099070441105,0.005055796238400374,0.01863088546733963,33.09510920653078,33.09510920653078,0.0,0,0.9811420911392954,,,,5185.237296547256,36.90589801819218,0.0,0.0,5222.1431945654485,0.0
112,256,0.006935934759929374,0.0189437718130571,25085.63534503282,0.0,1776.3572893272983,0.0,0.07175874927029323,0.5175160374889374,0.42335471665191643,0.011570529034216506,0.007106732713627403,0.005020530825600249,0.01863088546733963,33.09510920653078,33.09510920653078,0.0,0,0.9811420911392954,,,,5185.2539765169595,36.90974670874411,0.0,0.0,5222.1637232257035,0.0
113,257,0.002982690302337887,0.005402397810109497,25086.208355851748,0.0,1776.3572893272983,0.0,0.041520645252318925,0.5175160374889374,0.42335471665191643,0.011285264517108252,0.006963366356813701,0.004985265412800125,0.01863088546733963,33.09510920653078,33.09510920653078,0.0,0,0.9811420911392954,,,,5185.270738826897,36.91443629569323,0.0,0.0,5222.18517512259,0.0
